platform,post_type,post_time,publish_hour,post_day,region,category,title,title_length,description_length,tags,creator_followers,likes,dislikes,comments,shares,views,engagement_rate,sentiment_score,viral_label,video_length,date,time,views_s,likes_s,engagement_rate_s,video_length_s
YouTube,reel,2022-05-10 14:00:00,14,Monday,Australia,Music,Travel Diary,2,113,#funny #viral,3165863,1926,1579,29,889,134820,0.021094637,positive,0,29,2022-05-10,14:00:00,0.26886834784169433,0.37772112178858597,8.56170300371037e-06,0.04833333333333334
Facebook,live,2024-04-11 12:00:00,12,Friday,Japan,Fashion,Best Evening Dresses,2,193,#streetwear #style,7340997,4629,161,199,182,134241,0.03732066,positive,1,47,2024-04-11,12:00:00,0.2677136617906608,0.9078250637379878,2.1553022559178994e-05,0.07833333333333334
Instagram,image,2024-11-24 00:00:00,0,Saturday,Canada,Travel,Backpacking Asia,2,157,#travel #explore,9864298,4988,201,506,53,154628,0.03587296,neutral,1,0,2024-11-24,00:00:00,0.3083709753008865,0.978231025691312,2.039392563688005e-05,0.0
Instagram,live,2024-09-13 18:00:00,18,Friday,Brazil,Health,Mindfulness & Meditation,3,34,#mindfulness #meditation,2260102,4970,1981,515,423,114310,0.051683565,mixed,1,26,2024-09-13,18:00:00,0.22796573833099007,0.9747009217493626,3.3052641942181115e-05,0.043333333333333335
Instagram,reel,2022-04-19 08:00:00,8,Thursday,India,Health,Daily Fitness Routine,2,236,#mindfulness #meditation,6939940,2792,995,199,351,103304,0.032350806,negative,0,69,2022-04-19,08:00:00,0.20601673197921966,0.547558344773485,1.7573922969709418e-05,0.115
Twitter,article,2023-10-16 08:00:00,8,Wednesday,India,Music,Exploring New Trends,3,248,#funny #viral,9985631,1255,269,84,268,124245,0.012934018,negative,0,0,2023-10-16,08:00:00,0.24777887462981246,0.24612669150813885,2.0279264153603586e-06,0.0
YouTube,live,2022-04-01 09:00:00,9,Tuesday,Canada,Gaming,Top 10 PC Games 2024,2,142,#pcgames #gamerlife,4441539,1885,1886,205,332,103675,0.023361241,negative,0,38,2022-04-01,09:00:00,0.20675660853350883,0.3696803294763679,1.0376453104194232e-05,0.06333333333333334
Instagram,story,2024-01-27 19:00:00,19,Tuesday,US,Music,Behind the Scenes,3,209,#fitness #motivation,336107,1368,815,134,123,60192,0.026996495,neutral,0,51,2024-01-27,19:00:00,0.12003948667324779,0.2682878995881545,1.3287008967408249e-05,0.085
Twitter,image,2023-12-16 04:00:00,4,Wednesday,UK,Health,Mindfulness & Meditation,2,247,#mindfulness #meditation,6707576,92,1294,469,736,8740,0.148381192,negative,0,0,2023-12-16,04:00:00,0.017429975968969058,0.01804275348107472,0.00011047332429992898,0.0
Facebook,carousel,2022-02-18 15:00:00,15,Friday,Canada,Travel,Backpacking Asia,2,245,#luxurytravel #vacation,3655636,382,455,84,213,21010,0.032316406,positive,0,24,2022-02-18,15:00:00,0.04189974772403203,0.07491665032359286,1.7546380706721862e-05,0.04
Facebook,live,2024-09-16 01:00:00,1,Saturday,US,Technology,Travel Diary,2,276,#news #update,5113230,25,1485,91,387,2150,0.233844723,negative,0,13,2024-09-16,01:00:00,0.004287694317309323,0.004902922141596391,0.0001788994593768791,0.021666666666666667
TikTok,carousel,2022-04-19 02:00:00,2,Wednesday,India,Technology,Fitness Motivation,2,52,#education #learning,8192082,547,1750,138,332,15316,0.066396814,neutral,0,16,2022-04-19,02:00:00,0.03054433775065562,0.10727593645812904,4.483276326076788e-05,0.02666666666666667
TikTok,image,2024-06-23 18:00:00,18,Sunday,Canada,News,Fitness Motivation,2,118,#funny #viral,2412107,5062,1275,516,377,404960,0.01470512,negative,1,0,2024-06-23,18:00:00,0.8076021817384108,0.9927436752304373,3.44595423692388e-06,0.0
TikTok,story,2023-09-06 23:00:00,23,Thursday,Brazil,Comedy,Exploring New Trends,3,267,#travel #explore,5091100,621,1016,132,74,44712,0.018495739,mixed,0,48,2023-09-06,23:00:00,0.08916808758862066,0.12178858599725437,6.480902649238526e-06,0.08
Twitter,story,2022-05-10 08:00:00,8,Wednesday,Canada,Sports,Top Football Highlights,3,206,#sports #football,9403920,3333,1725,209,250,123321,0.030748772,mixed,0,56,2022-05-10,08:00:00,0.24593616321158276,0.6536575799176308,1.6291258965552294e-05,0.09333333333333334
Facebook,reel,2022-11-02 06:00:00,6,Monday,Canada,Music,Top 10 Facts,3,20,#funny #viral,2233736,1900,295,244,420,117800,0.02176552,neutral,0,59,2022-11-02,06:00:00,0.23492576306001775,0.37262208276132575,9.09884358568363e-06,0.09833333333333334
TikTok,live,2022-01-17 21:00:00,21,Friday,Australia,Fashion,Casual Style Hacks,2,221,#streetwear #style,6213272,854,1748,104,332,46116,0.027972331,neutral,0,58,2022-01-17,21:00:00,0.09196805169164499,0.16748382035693274,1.4068309308824647e-05,0.09666666666666668
LinkedIn,carousel,2022-04-11 11:00:00,11,Monday,Australia,Sports,Cricket World Cup Updates,2,75,#cricket #worldcup,9422607,3511,719,102,107,287902,0.012921019,mixed,1,30,2022-04-11,11:00:00,0.5741561717869714,0.6885663855657972,2.017518802669217e-06,0.05
TikTok,carousel,2024-10-27 18:00:00,18,Monday,Australia,Sports,Olympics Moments,2,182,#olympics #sports,8644487,156,1772,198,61,15132,0.027423512,negative,0,14,2024-10-27,18:00:00,0.03017739088815101,0.03059423416356148,1.3628898924215139e-05,0.023333333333333334
Facebook,live,2023-04-04 11:00:00,11,Wednesday,US,Health,Healthy Eating Habits,2,129,#fitness #lifestyle,5334573,4279,337,57,89,98417,0.044961288,positive,1,22,2023-04-04,11:00:00,0.19627070308215422,0.8391841537556384,2.7670469819820822e-05,0.03666666666666667
LinkedIn,image,2023-06-19 22:00:00,22,Saturday,Germany,Comedy,Cooking Tutorial,2,232,#fashion #ootd,9330046,227,878,168,183,13620,0.042434476,neutral,0,0,2023-06-19,22:00:00,0.027162044931047895,0.04451853304569523,2.564738491795714e-05,0.0
Twitter,carousel,2022-12-13 18:00:00,18,Wednesday,Germany,News,Movie Review,2,23,#fashion #ootd,4702208,2327,1076,47,47,148928,0.016256068,mixed,0,11,2022-12-13,18:00:00,0.2970035996689501,0.45636399293979213,4.687716379250125e-06,0.018333333333333333
LinkedIn,article,2024-03-25 15:00:00,15,Saturday,Australia,Fashion,Streetwear Collection 2024,2,265,#streetwear #style,4269817,5061,791,428,975,349209,0.018510352,negative,1,0,2024-03-25,15:00:00,0.6964192766759401,0.9925475583447735,6.492602506477979e-06,0.0
Facebook,reel,2024-03-06 04:00:00,4,Tuesday,US,Fashion,Best Evening Dresses,2,145,#fashion #ootd,2741071,492,1945,471,686,48216,0.034199556,neutral,0,25,2024-03-06,04:00:00,0.09615603218762153,0.09648950774661698,1.9054119443495544e-05,0.04166666666666667
Instagram,carousel,2023-04-14 15:00:00,15,Saturday,Australia,Health,Daily Fitness Routine,2,256,#health #wellness,6908933,2100,216,76,139,98700,0.023454676,negative,0,24,2023-04-14,15:00:00,0.19683508331089775,0.4118454598940969,1.0451261573445457e-05,0.04
LinkedIn,live,2023-03-14 21:00:00,21,Monday,Canada,Sports,Olympics Moments,3,46,#basketball #training,719112,4845,763,436,986,295545,0.021204821,positive,1,9,2023-03-14,21:00:00,0.5893984265158994,0.9501863110413806,8.649921512577254e-06,0.015000000000000001
Facebook,live,2022-08-30 16:00:00,16,Wednesday,Australia,Technology,Exploring New Trends,3,55,#music #trending,8399562,1144,187,87,175,113256,0.012414244,neutral,0,53,2022-08-30,16:00:00,0.22586377097729518,0.22435771719945086,1.6117708280901955e-06,0.08833333333333333
TikTok,image,2023-04-10 07:00:00,7,Tuesday,UK,Gaming,Top 10 PC Games 2024,3,259,#gaming #esports,998484,268,379,127,363,25460,0.029771022,positive,0,0,2023-04-10,07:00:00,0.050774277822649,0.052559325357913314,1.5508426185433625e-05,0.0
Instagram,reel,2024-09-23 14:00:00,14,Sunday,UK,Fashion,Best Evening Dresses,2,259,#fashion #ootd,4233179,2640,492,24,397,232320,0.013175735,positive,0,51,2024-09-23,14:00:00,0.4633102994406055,0.5177485781525789,2.221456449737185e-06,0.085
Twitter,poll,2022-07-23 10:00:00,10,Monday,Japan,Comedy,Behind the Scenes,3,57,#news #update,2264734,2943,1064,0,737,58860,0.062520175,positive,0,17,2022-07-23,10:00:00,0.11738311047294266,0.5771719945087271,4.1728943178040746e-05,0.028333333333333335
Twitter,image,2022-03-22 13:00:00,13,Tuesday,Japan,Technology,Fitness Motivation,2,260,#tech #review,6939370,3985,1180,300,344,231130,0.020027603,mixed,1,0,2022-03-22,13:00:00,0.46093711049288544,0.7815257893704648,7.707385240784119e-06,0.0
YouTube,live,2024-10-18 18:00:00,18,Friday,Brazil,Gaming,Epic Gaming Moments,2,134,#pcgames #gamerlife,7806083,4729,14,429,968,170244,0.035983436,positive,1,32,2024-10-18,18:00:00,0.33951359597953873,0.9274367523043734,2.048237793472346e-05,0.05333333333333334
Twitter,poll,2024-04-08 17:00:00,17,Thursday,UK,Travel,Backpacking Asia,2,258,#backpacking #travelgram,8606536,2678,1836,112,55,144612,0.019673197,positive,0,16,2024-04-08,17:00:00,0.288396302611505,0.5252010198078054,7.423631076354831e-06,0.02666666666666667
YouTube,live,2024-03-24 04:00:00,4,Monday,US,Health,Daily Fitness Routine,2,141,#healthy #habits,7280157,5000,64,500,179,325000,0.017473792,negative,1,6,2024-03-24,04:00:00,0.6481398386630371,0.9805844283192783,5.662683665711107e-06,0.01
Twitter,carousel,2022-05-05 03:00:00,3,Wednesday,Brazil,Health,Healthy Eating Habits,2,122,#fitness #lifestyle,5917817,193,1880,163,236,11773,0.050280279,mixed,0,11,2022-05-05,03:00:00,0.023478616371015188,0.03785055893312414,3.1929104963728944e-05,0.018333333333333333
Twitter,reel,2022-02-26 02:00:00,2,Saturday,UK,Education,Fitness Motivation,2,41,#travel #explore,3056449,1298,1862,76,243,75284,0.021478382,mixed,0,82,2022-02-26,02:00:00,0.15013710650433257,0.25455971759168466,8.86894735574989e-06,0.1366666666666667
Twitter,carousel,2023-05-15 16:00:00,16,Friday,Japan,Technology,Funny Moments,2,163,#fitness #motivation,2583871,1233,520,148,139,83844,0.01812869,mixed,0,16,2023-05-15,16:00:00,0.16720811271650365,0.24181212002353403,6.187025902514131e-06,0.02666666666666667
YouTube,reel,2022-04-20 20:00:00,20,Sunday,Japan,Technology,Daily Vlog,2,197,#fashion #ootd,7721084,2155,1367,366,427,174555,0.016888563,mixed,0,88,2022-04-20,20:00:00,0.3481109216548506,0.4226318886056089,5.194121717282503e-06,0.14666666666666667
TikTok,video,2024-10-22 20:00:00,20,Tuesday,Japan,News,Top 10 Facts,3,247,#news #update,5883800,1919,1152,221,419,109383,0.023394646,positive,0,78,2024-10-22,20:00:00,0.21813993837685844,0.376348303588939,1.0403198723237813e-05,0.13
YouTube,carousel,2022-01-15 10:00:00,10,Thursday,Australia,Travel,Backpacking Asia,2,131,#backpacking #travelgram,8835290,3501,647,255,276,147042,0.02742055,negative,1,11,2022-01-15,10:00:00,0.29324239432827787,0.6866052167091586,1.3626527407268357e-05,0.018333333333333333
LinkedIn,carousel,2023-06-26 17:00:00,17,Saturday,Australia,Gaming,Virtual Reality Adventures,2,183,#pcgames #gamerlife,9745875,3470,1495,176,782,142270,0.031123701,positive,1,12,2023-06-26,17:00:00,0.28372570722027785,0.6805255932535791,1.659144481205407e-05,0.02
Facebook,carousel,2024-04-20 17:00:00,17,Monday,Brazil,Fashion,Casual Style Hacks,2,167,#streetwear #style,1609050,350,1086,94,429,8050,0.108433735,positive,0,17,2024-04-20,17:00:00,0.016053925234576764,0.06864090998234948,7.848950550986921e-05,0.028333333333333335
Facebook,story,2023-11-06 23:00:00,23,Thursday,India,Fashion,Best Evening Dresses,2,136,#casualstyle #fashionblog,6159890,4579,1162,214,157,311372,0.015897332,mixed,1,38,2023-11-06,23:00:00,0.6209618395205759,0.898019219454795,4.400495412531997e-06,0.06333333333333334
TikTok,image,2023-06-23 22:00:00,22,Friday,Japan,Fashion,Streetwear Collection 2024,2,241,#outfitideas #trend,1249477,1263,1522,31,194,98514,0.015104299,mixed,0,0,2023-06-23,22:00:00,0.19646414789553981,0.24769562659344968,3.765555777537523e-06,0.0
Facebook,story,2023-03-19 00:00:00,0,Thursday,UK,Gaming,Virtual Reality Adventures,2,149,#gaming #esports,6597060,3683,592,230,838,338836,0.014021491,neutral,1,33,2023-03-19,00:00:00,0.6757326473022426,0.7222984898999804,2.89860860599599e-06,0.055
Twitter,reel,2024-02-28 14:00:00,14,Monday,Japan,News,Cooking Tutorial,2,119,#funny #viral,9234712,4688,391,192,198,407856,0.012450442,negative,1,12,2024-02-28,14:00:00,0.8133776062700051,0.9193959599921553,1.640752654707159e-06,0.02
TikTok,reel,2022-07-28 08:00:00,8,Friday,Japan,Music,Travel Diary,2,292,#sports #highlights,5496923,2644,1698,356,291,237960,0.013829997,mixed,0,25,2022-07-28,08:00:00,0.4745580184869425,0.5185330456952344,2.745289474933812e-06,0.04166666666666667
Facebook,reel,2022-12-10 19:00:00,19,Tuesday,Brazil,Music,Breaking News,2,184,#sports #highlights,2555152,4259,418,351,816,89439,0.060666369,mixed,1,62,2022-12-10,19:00:00,0.17836608932364115,0.8352618160423613,4.0244698632113196e-05,0.10333333333333335
YouTube,image,2024-02-20 09:00:00,9,Monday,US,Comedy,Movie Review,2,88,#education #learning,1712221,2246,288,394,404,152728,0.019930727,positive,0,0,2024-02-20,09:00:00,0.304581850090241,0.4404785252010198,7.629821744586953e-06,0.0
LinkedIn,reel,2023-08-23 18:00:00,18,Thursday,UK,Travel,Backpacking Asia,2,205,#travel #explore,5343109,4629,378,172,788,231450,0.02414766,positive,1,26,2023-08-23,18:00:00,0.4615752789494152,0.9078250637379878,1.100609725874104e-05,0.043333333333333335
Instagram,story,2023-10-20 15:00:00,15,Monday,UK,Comedy,Travel Diary,2,238,#sports #highlights,2046477,4995,1796,188,770,294705,0.020199792,positive,1,43,2023-10-20,15:00:00,0.5877232343175088,0.979603843890959,7.84524787803889e-06,0.07166666666666667
LinkedIn,article,2022-06-30 06:00:00,6,Friday,Germany,Technology,Breaking News,2,276,#fashion #ootd,9840811,590,1513,143,31,39530,0.019326604,mixed,0,0,2022-06-30,06:00:00,0.07883374714569187,0.11570896254167484,7.146132368341874e-06,0.0
Facebook,story,2024-03-12 04:00:00,4,Thursday,Japan,Music,Breaking News,2,257,#education #learning,1788557,1601,230,198,126,112070,0.017176611,negative,0,12,2024-03-12,04:00:00,0.22349855913528174,0.3139831339478329,5.4247465361499275e-06,0.02
TikTok,article,2022-06-06 22:00:00,22,Tuesday,Brazil,Comedy,Funny Moments,2,117,#sports #highlights,4373799,161,1017,149,227,9982,0.053791445,mixed,0,0,2022-06-06,22:00:00,0.01990686729087519,0.03157481859188076,3.474031011968716e-05,0.0
Facebook,carousel,2022-01-19 15:00:00,15,Sunday,Canada,News,Life Hacks,2,195,#music #trending,9488853,1764,40,205,286,130536,0.017274796,mixed,0,12,2022-01-19,15:00:00,0.2603248676299022,0.34595018631104135,5.503358079505539e-06,0.02
YouTube,poll,2022-11-21 17:00:00,17,Sunday,India,Travel,Exploring Paris in 3 Days,2,67,#backpacking #travelgram,4490005,4883,1051,424,673,332044,0.018009607,negative,1,18,2022-11-21,17:00:00,0.6621875218123985,0.9576387526966071,6.091682434393578e-06,0.030000000000000002
LinkedIn,article,2022-04-11 15:00:00,15,Saturday,US,Gaming,Epic Gaming Moments,2,114,#gaming #esports,6990390,494,134,154,45,48906,0.014169751,mixed,0,0,2022-04-11,15:00:00,0.09753208292201383,0.0968817415179447,3.0173125568836325e-06,0.0
YouTube,video,2022-06-19 22:00:00,22,Wednesday,Germany,Technology,Exploring New Trends,3,264,#music #trending,6732853,1995,200,503,362,151620,0.018862822,mixed,0,238,2022-06-19,22:00:00,0.30237219180950675,0.39125318689939204,6.774806617967037e-06,0.39666666666666667
YouTube,live,2023-06-20 01:00:00,1,Tuesday,Canada,Gaming,Virtual Reality Adventures,3,38,#vr #gamingcommunity,3000799,5059,1863,495,67,485664,0.011573821,negative,1,5,2023-06-20,01:00:00,0.9685482664752162,0.9921553245734458,9.388885232416445e-07,0.008333333333333333
Instagram,reel,2022-08-03 12:00:00,12,Monday,UK,Sports,Basketball Training Tips,3,60,#basketball #training,7545799,2612,779,45,411,88808,0.034546048,mixed,0,51,2022-08-03,12:00:00,0.17710770089842154,0.5122573053539909,1.933153728614334e-05,0.085
YouTube,image,2022-05-07 11:00:00,11,Wednesday,Brazil,Travel,Luxury Travel Destinations,3,127,#backpacking #travelgram,6223259,1037,929,423,750,47702,0.046328323,neutral,0,0,2022-05-07,11:00:00,0.0951309741043206,0.2033732104334183,2.8764982537355483e-05,0.0
YouTube,article,2022-04-07 20:00:00,20,Saturday,UK,Travel,Luxury Travel Destinations,2,180,#backpacking #travelgram,8686749,1998,1056,135,189,173826,0.013358109,neutral,0,0,2022-04-07,20:00:00,0.34665709413981877,0.3918415375563836,2.3674736785189426e-06,0.0
Instagram,image,2024-08-22 00:00:00,0,Saturday,Japan,Education,Tech Review,2,106,#funny #viral,7019589,2799,1071,0,748,277101,0.012800341,positive,1,0,2024-08-22,00:00:00,0.5526159921026654,0.5489311629731319,1.9208983022967704e-06,0.0
Twitter,reel,2024-06-06 22:00:00,22,Friday,Brazil,Health,Daily Fitness Routine,3,218,#mindfulness #meditation,7542971,282,502,239,212,23406,0.031315418,mixed,0,34,2024-06-06,22:00:00,0.0466780340422986,0.0553049617572073,1.6744942487437352e-05,0.05666666666666667
Twitter,poll,2024-10-22 13:00:00,13,Saturday,Canada,Comedy,Daily Vlog,2,70,#tech #review,8285890,2030,406,54,422,99470,0.025193272,negative,0,35,2024-10-22,13:00:00,0.19837067615942247,0.39811727789762696,1.1843263557780099e-05,0.058333333333333334
TikTok,story,2024-12-11 06:00:00,6,Sunday,Australia,Technology,Travel Diary,2,277,#news #update,6723036,4670,1597,52,1019,256850,0.02235148,negative,1,28,2024-12-11,06:00:00,0.5122299001864649,0.9158658560502059,9.567990807200716e-06,0.04666666666666667
Instagram,reel,2022-08-31 17:00:00,17,Thursday,UK,Sports,Top Football Highlights,3,27,#cricket #worldcup,9454952,520,1751,128,43,44720,0.015451354,neutral,0,76,2022-08-31,17:00:00,0.0891840418000339,0.10198078054520494,4.043424384547581e-06,0.12666666666666668
TikTok,image,2022-11-22 19:00:00,19,Thursday,India,Sports,Basketball Training Tips,3,194,#sports #football,5186322,2650,804,378,308,180200,0.018512661,positive,0,0,2022-11-22,19:00:00,0.3593686120833209,0.5197097470092175,6.494451200816299e-06,0.0
TikTok,video,2022-12-20 08:00:00,8,Friday,Brazil,Comedy,Exploring New Trends,3,98,#tech #review,9737658,337,98,23,82,32015,0.013805597,mixed,0,85,2022-12-20,08:00:00,0.06384675979937579,0.06609139046871935,2.725753683744963e-06,0.14166666666666666
YouTube,poll,2024-09-06 06:00:00,6,Saturday,Brazil,Music,Funny Moments,2,187,#funny #viral,6975536,486,683,154,66,35964,0.019630196,negative,0,54,2024-09-06,06:00:00,0.07172215740823835,0.09531280643263385,7.389202446973205e-06,0.09000000000000001
TikTok,live,2024-07-05 12:00:00,12,Monday,India,News,Behind the Scenes,3,33,#sports #highlights,4593563,3021,1895,80,994,226575,0.018073406,negative,1,17,2024-07-05,12:00:00,0.45185318136946967,0.592469111590508,6.142762923822155e-06,0.028333333333333335
Facebook,reel,2022-11-27 16:00:00,16,Tuesday,UK,Travel,Top Beaches to Visit,2,219,#luxurytravel #vacation,535432,5007,725,222,0,435609,0.012003857,mixed,1,70,2022-11-27,16:00:00,0.8687247599389752,0.9819572465189252,1.2831956338845612e-06,0.11666666666666667
LinkedIn,article,2022-10-02 19:00:00,19,Sunday,Germany,Technology,Travel Diary,2,97,#music #trending,7863641,894,1570,445,763,56322,0.037320455,positive,0,0,2022-10-02,19:00:00,0.112321636902091,0.17532849578348694,2.1552858426507123e-05,0.0
Facebook,video,2023-08-22 11:00:00,11,Wednesday,US,Health,Healthy Eating Habits,3,144,#healthy #habits,3185663,1975,960,88,542,98750,0.02637948,neutral,0,571,2023-08-22,11:00:00,0.1969347971322305,0.38733084918611493,1.2792997647720272e-05,0.9516666666666668
Facebook,live,2023-06-26 05:00:00,5,Friday,Canada,Education,Funny Moments,2,13,#fitness #motivation,7608964,482,1762,303,284,37114,0.028802371,mixed,0,6,2023-06-26,05:00:00,0.07401557529889219,0.09452833888997843,1.4732878494004598e-05,0.01
YouTube,reel,2023-09-21 20:00:00,20,Saturday,Japan,Education,Tech Review,2,174,#tech #review,4655811,276,612,79,287,19872,0.032305138,mixed,0,50,2023-09-21,20:00:00,0.03963026115049807,0.05412826044322416,1.7537359014299075e-05,0.08333333333333334
