post_id,platform,post_type,post_time,publish_hour,post_day,region,category,title,title_length,description_length,tags,creator_followers,likes,dislikes,comments,shares,views,engagement_rate,sentiment_score,viral_label,video_length
149,Facebook,reel,2022-12-10T19:00:00.000000000,19,Tuesday,Brazil,Music,Breaking News,2,184,#sports #highlights,2555152,4259,418,351,816,89439,0.060666369,mixed,1,62
150,YouTube,image,2024-02-20T09:00:00.000000000,9,Monday,US,Comedy,Movie Review,2,88,#education #learning,1712221,2246,288,394,404,152728,0.019930727,positive,1,0
151,LinkedIn,reel,2023-08-23T18:00:00.000000000,18,Thursday,UK,Travel,Backpacking Asia,2,205,#travel #explore,5343109,4629,378,172,788,231450,0.02414766,positive,1,26
152,Instagram,story,2023-10-20T15:00:00.000000000,15,Monday,UK,Comedy,Travel Diary,2,238,#sports #highlights,2046477,4995,1796,188,770,294705,0.020199792,positive,1,43
153,LinkedIn,article,2022-06-30T06:00:00.000000000,6,Friday,Germany,Technology,Breaking News,2,276,#fashion #ootd,9840811,590,1513,143,31,39530,0.019326604,mixed,1,0
154,Facebook,story,2024-03-12T04:00:00.000000000,4,Thursday,Japan,Music,Breaking News,2,257,#education #learning,1788557,1601,230,198,126,112070,0.017176611,negative,0,12
155,TikTok,article,2022-06-06T22:00:00.000000000,22,Tuesday,Brazil,Comedy,Funny Moments,2,117,#sports #highlights,4373799,161,1017,149,227,9982,0.053791445,mixed,1,0
156,Facebook,carousel,2022-01-19T15:00:00.000000000,15,Sunday,Canada,News,Life Hacks,2,195,#music #trending,9488853,1764,40,205,286,130536,0.017274796,mixed,1,12
157,YouTube,poll,2022-11-21T17:00:00.000000000,17,Sunday,India,Travel,Exploring Paris in 3 Days,2,67,#backpacking #travelgram,4490005,4883,1051,424,673,332044,0.018009607,negative,1,18
158,LinkedIn,article,2022-04-11T15:00:00.000000000,15,Saturday,US,Gaming,Epic Gaming Moments,2,114,#gaming #esports,6990390,494,134,154,45,48906,0.014169751,mixed,1,0
159,YouTube,video,2022-06-19T22:00:00.000000000,22,Wednesday,Germany,Technology,Exploring New Trends,3,264,#music #trending,6732853,1995,200,503,362,151620,0.018862822,mixed,1,238
160,YouTube,live,2023-06-20T01:00:00.000000000,1,Tuesday,Canada,Gaming,Virtual Reality Adventures,3,38,#vr #gamingcommunity,3000799,5059,1863,495,67,485664,0.011573821,negative,1,5
161,Instagram,reel,2022-08-03T12:00:00.000000000,12,Monday,UK,Sports,Basketball Training Tips,3,60,#basketball #training,7545799,2612,779,45,411,88808,0.034546048,mixed,1,51
162,YouTube,image,2022-05-07T11:00:00.000000000,11,Wednesday,Brazil,Travel,Luxury Travel Destinations,3,127,#backpacking #travelgram,6223259,1037,929,423,750,47702,0.046328323,neutral,1,0
163,YouTube,article,2022-04-07T20:00:00.000000000,20,Saturday,UK,Travel,Luxury Travel Destinations,2,180,#backpacking #travelgram,8686749,1998,1056,135,189,173826,0.013358109,neutral,1,0
164,Instagram,image,2024-08-22T00:00:00.000000000,0,Saturday,Japan,Education,Tech Review,2,106,#funny #viral,7019589,2799,1071,0,748,277101,0.012800341,positive,1,0
165,Twitter,reel,2024-06-06T22:00:00.000000000,22,Friday,Brazil,Health,Daily Fitness Routine,3,218,#mindfulness #meditation,7542971,282,502,239,212,23406,0.031315418,mixed,1,34
166,Twitter,poll,2024-10-22T13:00:00.000000000,13,Saturday,Canada,Comedy,Daily Vlog,2,70,#tech #review,8285890,2030,406,54,422,99470,0.025193272,negative,1,35
167,TikTok,story,2024-12-11T06:00:00.000000000,6,Sunday,Australia,Technology,Travel Diary,2,277,#news #update,6723036,4670,1597,52,1019,256850,0.02235148,negative,0,28
168,Instagram,reel,2022-08-31T17:00:00.000000000,17,Thursday,UK,Sports,Top Football Highlights,3,27,#cricket #worldcup,9454952,520,1751,128,43,44720,0.015451354,neutral,1,76
169,TikTok,image,2022-11-22T19:00:00.000000000,19,Thursday,India,Sports,Basketball Training Tips,3,194,#sports #football,5186322,2650,804,378,308,180200,0.018512661,positive,0,0
170,TikTok,video,2022-12-20T08:00:00.000000000,8,Friday,Brazil,Comedy,Exploring New Trends,3,98,#tech #review,9737658,337,98,23,82,32015,0.013805597,mixed,0,85
171,YouTube,poll,2024-09-06T06:00:00.000000000,6,Saturday,Brazil,Music,Funny Moments,2,187,#funny #viral,6975536,486,683,154,66,35964,0.019630196,negative,1,54
172,TikTok,live,2024-07-05T12:00:00.000000000,12,Monday,India,News,Behind the Scenes,3,33,#sports #highlights,4593563,3021,1895,80,994,226575,0.018073406,negative,1,17
173,Facebook,reel,2022-11-27T16:00:00.000000000,16,Tuesday,UK,Travel,Top Beaches to Visit,2,219,#luxurytravel #vacation,535432,5007,725,222,0,435609,0.012003857,mixed,1,70
174,LinkedIn,article,2022-10-02T19:00:00.000000000,19,Sunday,Germany,Technology,Travel Diary,2,97,#music #trending,7863641,894,1570,445,763,56322,0.037320455,positive,1,0
175,Facebook,video,2023-08-22T11:00:00.000000000,11,Wednesday,US,Health,Healthy Eating Habits,3,144,#healthy #habits,3185663,1975,960,88,542,98750,0.02637948,neutral,0,571
176,Facebook,live,2023-06-26T05:00:00.000000000,5,Friday,Canada,Education,Funny Moments,2,13,#fitness #motivation,7608964,482,1762,303,284,37114,0.028802371,mixed,0,6
177,YouTube,reel,2023-09-21T20:00:00.000000000,20,Saturday,Japan,Education,Tech Review,2,174,#tech #review,4655811,276,612,79,287,19872,0.032305138,mixed,1,50
178,LinkedIn,poll,2022-08-17T20:00:00.000000000,20,Monday,Canada,Fashion,Best Evening Dresses,2,19,#streetwear #style,6708347,1177,1966,271,431,115346,0.016289977,mixed,1,16
179,TikTok,image,2023-08-13T02:00:00.000000000,2,Monday,UK,Fashion,Best Evening Dresses,2,180,#casualstyle #fashionblog,3447806,2669,1485,14,432,112098,0.027787937,neutral,0,0
180,LinkedIn,story,2022-10-07T08:00:00.000000000,8,Wednesday,Germany,News,Exploring New Trends,3,43,#fitness #motivation,5863547,1681,642,252,627,79007,0.032401782,negative,1,6
181,TikTok,article,2024-09-20T20:00:00.000000000,20,Friday,UK,Travel,Exploring Paris in 3 Days,2,104,#backpacking #travelgram,4808286,406,1792,267,205,14210,0.061783126,mixed,1,0
182,Twitter,story,2022-01-09T11:00:00.000000000,11,Tuesday,US,Sports,Basketball Training Tips,2,283,#olympics #sports,9781159,64,1028,286,917,3584,0.353417015,mixed,0,55
183,Instagram,poll,2022-09-29T18:00:00.000000000,18,Sunday,UK,Gaming,Virtual Reality Adventures,2,38,#gaming #esports,46434,2046,1241,406,149,81840,0.031781137,mixed,1,36
184,YouTube,live,2024-06-19T18:00:00.000000000,18,Tuesday,US,Comedy,Exploring New Trends,3,85,#sports #highlights,4528793,373,502,329,874,36554,0.043113117,mixed,1,15
185,TikTok,live,2024-12-03T11:00:00.000000000,11,Friday,UK,Comedy,Exploring New Trends,3,40,#news #update,790554,3094,766,124,518,111384,0.033541321,positive,0,45
186,TikTok,carousel,2023-07-08T23:00:00.000000000,23,Thursday,Australia,Technology,Life Hacks,2,115,#music #trending,7506717,5020,397,78,389,281120,0.019518286,positive,1,12
187,LinkedIn,story,2024-01-21T04:00:00.000000000,4,Sunday,US,Technology,Life Hacks,2,279,#sports #highlights,5581151,1513,870,32,82,145248,0.011201454,positive,1,37
188,YouTube,reel,2024-02-24T11:00:00.000000000,11,Saturday,Australia,Travel,Backpacking Asia,3,38,#luxurytravel #vacation,5009293,3097,794,126,246,117686,0.029476493,negative,0,13
189,TikTok,video,2024-04-22T12:00:00.000000000,12,Tuesday,UK,Health,Mindfulness & Meditation,2,196,#healthy #habits,5222822,346,392,86,195,16954,0.036980242,mixed,1,231
190,Twitter,video,2024-03-23T19:00:00.000000000,19,Thursday,Brazil,Gaming,Beginner’s Guide to eSports,2,229,#gaming #esports,5438872,2058,206,36,458,131712,0.01937546,mixed,1,212
191,Facebook,article,2024-04-18T03:00:00.000000000,3,Friday,Japan,Gaming,Virtual Reality Adventures,2,23,#gamers #play,7336965,4396,1038,376,841,162652,0.034509047,mixed,1,0
192,TikTok,story,2022-05-16T17:00:00.000000000,17,Saturday,India,Health,Mindfulness & Meditation,3,234,#fitness #lifestyle,9044851,952,1881,111,501,92344,0.016936488,mixed,1,25
193,LinkedIn,poll,2024-01-01T01:00:00.000000000,1,Monday,UK,Health,Healthy Eating Habits,3,78,#mindfulness #meditation,6376962,1219,1577,80,179,98739,0.014968604,neutral,0,30
194,Twitter,article,2023-03-25T01:00:00.000000000,1,Friday,US,Education,Breaking News,2,83,#news #update,1095323,4617,891,317,761,253935,0.022426911,neutral,0,0
195,YouTube,poll,2022-12-31T01:00:00.000000000,1,Monday,Canada,Technology,Breaking News,2,149,#sports #highlights,3766429,2480,1484,35,68,176080,0.014669385,neutral,0,24
196,TikTok,poll,2023-06-08T17:00:00.000000000,17,Friday,Canada,News,Exploring New Trends,3,270,#sports #highlights,8440268,4713,1714,337,968,179094,0.033602278,mixed,1,19
197,Twitter,video,2024-11-18T00:00:00.000000000,0,Sunday,Australia,Comedy,Breaking News,2,189,#fitness #motivation,2456779,4727,1598,300,767,297801,0.01945588,neutral,1,80
198,Twitter,image,2024-09-15T09:00:00.000000000,9,Thursday,UK,Health,Mindfulness & Meditation,2,282,#health #wellness,700872,2064,863,140,189,53664,0.044591447,neutral,1,0
199,Twitter,video,2024-11-21T15:00:00.000000000,15,Saturday,Germany,Technology,Behind the Scenes,3,162,#travel #explore,5158049,272,742,106,484,17136,0.050300519,negative,1,340
200,Twitter,image,2023-02-02T08:00:00.000000000,8,Thursday,US,Music,Daily Vlog,2,192,#funny #viral,2414564,1978,1264,29,441,172086,0.014225363,negative,1,0
201,Twitter,article,2022-01-22T15:00:00.000000000,15,Saturday,Canada,News,Breaking News,2,49,#tech #review,2252783,2645,563,105,79,140185,0.020180332,neutral,1,0
202,Twitter,article,2022-11-30T08:00:00.000000000,8,Sunday,UK,Fashion,Streetwear Collection 2024,2,106,#outfitideas #trend,5859573,4995,1020,98,414,424575,0.012970587,neutral,0,0
203,Instagram,article,2024-05-07T21:00:00.000000000,21,Friday,US,Fashion,Best Evening Dresses,2,194,#streetwear #style,7482172,2495,95,31,68,219560,0.011814484,negative,0,0
204,YouTube,poll,2023-09-28T01:00:00.000000000,1,Monday,Australia,Technology,Tech Review,2,97,#fitness #motivation,6974551,4606,1923,214,748,340844,0.016335871,neutral,0,59
205,Facebook,live,2023-06-25T07:00:00.000000000,7,Friday,Brazil,Health,Daily Fitness Routine,2,292,#healthy #habits,2584046,1144,1757,73,177,33176,0.04201706,mixed,0,48
206,YouTube,carousel,2024-12-26T17:00:00.000000000,17,Monday,Australia,Education,Cooking Tutorial,2,24,#travel #explore,868149,3656,484,87,111,223016,0.017281194,neutral,1,5
207,LinkedIn,video,2023-05-07T22:00:00.000000000,22,Thursday,Australia,Fashion,Streetwear Collection 2024,2,109,#casualstyle #fashionblog,9930746,138,1430,105,313,8280,0.06714165,mixed,1,557
208,LinkedIn,live,2023-07-06T22:00:00.000000000,22,Wednesday,Canada,Music,Travel Diary,2,199,#tech #review,5320253,1994,230,507,405,191424,0.01518088,neutral,0,50
209,YouTube,poll,2022-09-27T11:00:00.000000000,11,Tuesday,Germany,Travel,Top Beaches to Visit,3,207,#wanderlust #adventure,7654663,1141,748,272,424,100408,0.018295173,positive,1,35
210,Twitter,video,2022-09-10T23:00:00.000000000,23,Thursday,Australia,Comedy,Life Hacks,2,293,#funny #viral,4633021,2182,1678,67,123,63278,0.03748479,neutral,1,69
211,Instagram,poll,2023-08-21T19:00:00.000000000,19,Friday,Australia,Health,Mindfulness & Meditation,3,289,#healthy #habits,5696768,66,1194,282,914,1914,0.659007833,positive,1,59
212,Facebook,video,2022-03-17T22:00:00.000000000,22,Friday,India,Education,Daily Vlog,2,175,#music #trending,5356022,4257,540,63,71,336303,0.013056639,neutral,1,57
213,TikTok,reel,2024-02-07T00:00:00.000000000,0,Monday,India,Comedy,Breaking News,2,131,#tech #review,4857741,3742,1059,239,845,261940,0.018423996,neutral,1,24
214,TikTok,video,2023-10-03T22:00:00.000000000,22,Tuesday,US,Education,Cooking Tutorial,2,263,#travel #explore,7165285,4495,524,337,3,179800,0.02689084,mixed,1,186
215,Twitter,reel,2022-02-19T08:00:00.000000000,8,Saturday,Japan,Technology,Exploring New Trends,3,298,#funny #viral,8575495,2075,1183,55,489,56025,0.046746154,negative,0,24
216,YouTube,live,2023-09-01T07:00:00.000000000,7,Thursday,US,Travel,Top Beaches to Visit,3,158,#luxurytravel #vacation,4112884,528,1862,150,705,44352,0.031181656,negative,1,24
217,TikTok,image,2023-11-30T11:00:00.000000000,11,Sunday,Canada,Health,Healthy Eating Habits,2,278,#mindfulness #meditation,5164885,1637,1722,195,121,158789,0.012299263,mixed,1,0
218,YouTube,video,2024-02-11T07:00:00.000000000,7,Tuesday,India,Technology,Life Hacks,2,14,#sports #highlights,3497033,910,1266,137,475,44590,0.034132448,negative,0,557
219,Instagram,image,2024-12-13T22:00:00.000000000,22,Tuesday,Brazil,Comedy,Travel Diary,2,224,#fashion #ootd,8754167,3305,1109,234,55,224740,0.015991742,positive,0,0
220,Instagram,carousel,2023-09-08T00:00:00.000000000,0,Thursday,Japan,Sports,Top Football Highlights,2,290,#sports #football,8133892,4792,1819,344,955,134176,0.045395261,positive,1,10
221,YouTube,story,2023-01-02T23:00:00.000000000,23,Monday,Canada,Education,Movie Review,2,267,#fashion #ootd,5953255,4953,577,153,797,178308,0.033105452,neutral,1,9
222,Twitter,story,2022-01-19T03:00:00.000000000,3,Saturday,Australia,Comedy,Daily Vlog,2,268,#funny #viral,5119157,711,681,161,315,62568,0.018971056,positive,1,26
223,Twitter,reel,2022-07-29T01:00:00.000000000,1,Monday,Australia,Gaming,Epic Gaming Moments,2,160,#pcgames #gamerlife,2831948,158,556,468,741,12166,0.112353086,negative,1,14
224,Twitter,live,2024-03-24T21:00:00.000000000,21,Sunday,Germany,Music,Life Hacks,2,283,#fashion #ootd,194795,360,1597,107,443,27360,0.033259018,positive,1,19
225,TikTok,live,2022-03-06T11:00:00.000000000,11,Monday,Japan,Gaming,Epic Gaming Moments,2,121,#gaming #esports,3133856,1228,1976,243,393,99468,0.018739507,neutral,1,40
226,Facebook,video,2024-06-05T10:00:00.000000000,10,Wednesday,US,Music,Daily Vlog,2,13,#news #update,7894740,4707,1012,171,772,334197,0.016906145,positive,0,145
227,Facebook,story,2024-12-07T06:00:00.000000000,6,Tuesday,Japan,Gaming,Beginner’s Guide to eSports,3,236,#vr #gamingcommunity,7441230,4630,645,186,810,370400,0.015188944,negative,1,31
228,Twitter,image,2022-12-27T03:00:00.000000000,3,Wednesday,Brazil,Music,Exploring New Trends,3,291,#fitness #motivation,6040207,2192,795,467,618,129328,0.025338478,mixed,1,0
229,YouTube,story,2023-10-20T05:00:00.000000000,5,Monday,Japan,Health,10 Tips for a Healthier Life,2,50,#fitness #lifestyle,5422337,2407,1051,164,18,137199,0.018870262,neutral,1,19
230,Instagram,story,2022-07-01T11:00:00.000000000,11,Saturday,Canada,Sports,Basketball Training Tips,3,149,#basketball #training,6118942,324,1643,169,97,20088,0.029369307,mixed,1,19
231,LinkedIn,poll,2023-09-24T13:00:00.000000000,13,Thursday,Germany,Music,Funny Moments,2,293,#tech #review,1320666,4785,1579,40,965,392370,0.014756442,positive,1,12
232,Instagram,story,2023-10-17T14:00:00.000000000,14,Tuesday,US,Comedy,Behind the Scenes,3,122,#travel #explore,1696655,97,1363,460,724,3686,0.347436941,neutral,0,38
233,Instagram,image,2024-10-17T01:00:00.000000000,1,Thursday,Australia,Technology,Travel Diary,2,106,#music #trending,6688594,4064,1821,329,320,280416,0.016807112,neutral,1,0
234,LinkedIn,story,2024-08-26T03:00:00.000000000,3,Friday,Canada,Music,Travel Diary,2,152,#fitness #motivation,7538534,4065,1981,330,348,211380,0.022438157,positive,0,25
235,Twitter,video,2024-08-03T22:00:00.000000000,22,Tuesday,Japan,Education,Daily Vlog,2,271,#travel #explore,7680226,2143,1354,479,605,68576,0.047056593,neutral,1,343
236,Instagram,story,2022-01-30T15:00:00.000000000,15,Thursday,Brazil,News,Exploring New Trends,3,88,#news #update,9254849,1353,1663,197,822,131241,0.018073483,positive,0,21
237,LinkedIn,carousel,2024-07-14T03:00:00.000000000,3,Monday,Japan,Music,Top 10 Facts,3,79,#sports #highlights,2564993,485,1529,154,707,39285,0.034261569,mixed,0,28
238,TikTok,story,2023-05-11T01:00:00.000000000,1,Wednesday,Australia,Gaming,Beginner’s Guide to eSports,2,254,#gamers #play,4799022,3118,1371,113,219,193316,0.017846335,mixed,1,22
239,YouTube,reel,2024-07-01T01:00:00.000000000,1,Thursday,US,Fashion,Streetwear Collection 2024,2,221,#fashion #ootd,5110083,2221,1496,143,5,151028,0.015685729,negative,1,34
240,YouTube,live,2022-11-06T23:00:00.000000000,23,Sunday,UK,Education,Travel Diary,2,216,#fashion #ootd,5040414,2219,1254,117,716,122045,0.025006965,negative,1,43
241,YouTube,poll,2023-08-29T01:00:00.000000000,1,Saturday,Brazil,Music,Travel Diary,2,67,#tech #review,9421517,184,189,73,270,5336,0.098744613,positive,1,13
242,Twitter,article,2022-09-08T20:00:00.000000000,20,Friday,Brazil,Health,Healthy Eating Habits,2,202,#mindfulness #meditation,8690454,657,1248,469,657,16425,0.108547425,positive,0,0
243,Instagram,image,2022-12-15T06:00:00.000000000,6,Monday,Australia,Gaming,Virtual Reality Adventures,3,62,#vr #gamingcommunity,5574434,493,1408,101,95,37468,0.018388535,mixed,1,0
244,Instagram,live,2022-09-19T22:00:00.000000000,22,Sunday,US,Health,10 Tips for a Healthier Life,2,212,#healthy #habits,4672350,3048,1400,109,527,60960,0.06043208,neutral,1,35
245,Facebook,live,2022-07-11T04:00:00.000000000,4,Friday,Canada,Travel,Luxury Travel Destinations,2,16,#backpacking #travelgram,3057178,4996,1306,173,810,449640,0.013297275,positive,0,11
246,YouTube,story,2024-02-10T23:00:00.000000000,23,Saturday,UK,Health,Healthy Eating Habits,2,292,#fitness #lifestyle,2809949,5023,1981,224,0,386771,0.013566132,neutral,0,44
247,Twitter,story,2022-11-09T23:00:00.000000000,23,Saturday,Japan,Education,Travel Diary,2,256,#news #update,2454470,2239,632,97,121,89560,0.027433816,negative,1,57
248,LinkedIn,video,2024-08-02T18:00:00.000000000,18,Wednesday,US,Travel,Exploring Paris in 3 Days,3,212,#luxurytravel #vacation,4007227,286,627,253,231,28314,0.027194067,mixed,1,195
249,Twitter,article,2024-09-29T04:00:00.000000000,4,Friday,India,Comedy,Daily Vlog,2,89,#music #trending,6503092,3390,972,266,649,254250,0.016932087,positive,1,0
250,Instagram,video,2022-08-16T09:00:00.000000000,9,Saturday,US,Travel,Exploring Paris in 3 Days,3,95,#travel #explore,5120338,3306,1768,262,88,128934,0.028355373,negative,1,367
251,YouTube,reel,2022-02-16T04:00:00.000000000,4,Thursday,India,Gaming,Virtual Reality Adventures,2,73,#vr #gamingcommunity,7064338,364,1282,248,192,26572,0.030256275,positive,1,55
252,Facebook,article,2024-01-30T08:00:00.000000000,8,Saturday,Australia,Education,Life Hacks,2,47,#education #learning,5702818,4849,1382,344,929,213356,0.028693692,negative,0,0
253,TikTok,live,2023-04-09T18:00:00.000000000,18,Saturday,US,Travel,Exploring Paris in 3 Days,2,271,#travel #explore,9161434,290,709,156,146,13630,0.043430416,mixed,0,53
254,Twitter,poll,2024-03-12T14:00:00.000000000,14,Thursday,Germany,Sports,Top Football Highlights,2,59,#cricket #worldcup,1783352,5046,1479,95,396,121104,0.045720656,positive,0,29
255,Facebook,image,2024-03-27T14:00:00.000000000,14,Monday,US,Health,Daily Fitness Routine,2,27,#health #wellness,3722440,4989,1434,169,794,199560,0.029825467,positive,1,0
256,Instagram,image,2024-11-27T02:00:00.000000000,2,Wednesday,UK,Comedy,Travel Diary,2,43,#fashion #ootd,1976438,1403,648,201,832,51911,0.046925566,neutral,1,0
257,LinkedIn,live,2023-02-01T22:00:00.000000000,22,Wednesday,Brazil,Comedy,Fitness Motivation,2,282,#travel #explore,4729341,5046,317,449,716,333036,0.018649579,neutral,1,52
258,Twitter,image,2024-04-06T00:00:00.000000000,0,Tuesday,US,Health,Healthy Eating Habits,2,126,#healthy #habits,9731291,2300,1700,157,37,204700,0.012183624,positive,1,0
259,TikTok,reel,2022-08-31T18:00:00.000000000,18,Sunday,US,Gaming,Epic Gaming Moments,2,262,#vr #gamingcommunity,7134105,4651,1248,313,731,353476,0.016111374,mixed,1,90
260,Instagram,reel,2022-03-13T15:00:00.000000000,15,Tuesday,Japan,Travel,Backpacking Asia,2,205,#luxurytravel #vacation,1573318,5098,1842,181,813,193724,0.031446638,neutral,1,60
261,YouTube,story,2022-04-30T04:00:00.000000000,4,Thursday,Japan,News,Breaking News,2,94,#education #learning,6356334,2414,1257,194,435,202776,0.015006633,positive,1,54
